TestModel,Mouseratio,DuplicateModel,Vendor,TestModel2,Cancer,TumorPurity
FT11240-R1P3-20200915-30662-20201117,7.01,FT11240,NOD/SCID;,FT11240,FT,92.99
PR6511-R1P8-88765,29.77,PR6511,NOD/SCID;,PR6511,PR,70.23
OV0273-R17P1-71613,23.65,OV0273,NOD/SCID;,OV0273,OV,76.35
LU11670-R1P2-80204,26.95,LU11670,NOD/SCID;,LU11670,LU,73.05
PR6511-R2P6-88770,6.41,PR6511,NOD/SCID;,PR6511,PR,93.59
CR6222-R1P5-20150520-10450-20200908,18.44,CR6222,NOD/SCID;,CR6222,CR,81.56
OV14661-R1P1-83685-RF,20.37,OV14661,NOD/SCID;,OV14661,OV,79.63
PE17262-R1P1-98533-20200825,10.76,PE17262,NOD/SCID;,PE17262,PE,89.24
CR3262-R9P3-20200811-R-11342-20200929,11.27,CR3262,NOD/SCID;,CR3262,CR,88.73
GL11319-R2P4-23126-20210608,32.33,GL11319,NOD/SCID;,GL11319,GL,67.67
CR9253-R1P4-12491,20.93,CR9253,NOD/SCID;,CR9253,CR,79.07
ME12045-R1P1-20161227-541-20210518,12.6,ME12045,NOD/SCID;,ME12045,ME,87.4
BR10698-R1P0-20200730-R-11010-20200112,34.92,BR10698,NOD/SCID;,BR10698,BR,65.08
LI0612-R21P7-20200618-R-45415,10.42,LI0612,NOD/SCID;,LI0612,LI,89.58
LI6650-R3P8-88227,14.41,LI6650,NOD/SCID;,LI6650,LI,85.59
KI11402-R1P0-96790-20201013,64.46,KI11402,NOD/SCID;,KI11402,KI,35.54
AM8231-P0-SP-20160706,85.81,AM8231,NOD/SCID;,AM8231,AM,14.19
CV3749-R2P1-20150827-12771-20210608,14.63,CV3749,NOD/SCID;,CV3749,CV,85.37
LU6800-R4P5-95195,13.67,LU6800,NOD/SCID;,LU6800,LU,86.33
BR10596-R1P1-20200519-41655-20201201,34.18,BR10596,NOD/SCID;,BR10596,BR,65.82
BR9456-R1P8-89194,17.79,BR9456,NOD/SCID;,BR9456,BR,82.21
CR15132-R1P1-82429,60.57,CR15132,NOD/SCID;,CR15132,CR,39.43
PR6511-R1P7-88651,17.21,PR6511,NOD/SCID;,PR6511,PR,82.79
PE16274-R1P0-96524,11.02,PE16274,NOD/SCID;,PE16274,PE,88.98
LU5371-R1P5-91387,27.93,LU5371,NOD/SCID;,LU5371,LU,72.07
ES2267-P2-5369,11.74,ES2267,NOD/SCID;,ES2267,ES,88.26
BL5425-R3P6-92624,36.62,BL5425,NOD/SCID;,BL5425,BL,63.38
ME9385-R2P4-20200903-10991-20201110,4.52,ME9385,NOD/SCID;,ME9385,ME,95.48
CR6454-R5P9-95563,8.93,CR6454,NOD/SCID;,CR6454,CR,91.07
OV9418-R2P6-96656-202009022,26.82,OV9418,NOD/SCID;,OV9418,OV,73.18
LY9594-R1P1-20200529-46097,13.72,LY9594,NOD/SCID;,LY9594,LY,86.28
CR2532-R4P4-51129-20201201,11.36,CR2532,NOD/SCID;,CR2532,CR,88.64
ES2263-P0-,11.62,ES2263,NOD/SCID;,ES2263,ES,88.38
BL9209-R1P2-45288-RF,4.55,BL9209,NOD/SCID;,BL9209,BL,95.45
HN2593-R1P10-56481,44.9,HN2593,NOD/SCID;,HN2593,HN,55.1
BL9211-R1P3-11379-20210608,8.16,BL9211,NOD/SCID;,BL9211,BL,91.84
BR3058-R9P4-20150921-83783-20210601,27.61,BR3058,NOD/SCID;,BR3058,BR,72.39
TH13834-R1P4-2020526-41629-20201103,16.95,TH13834,NOD/SCID;,TH13834,TH,83.05
LU5139-R5P6-55416-20210323,2.8,LU5139,NOD/SCID;,LU5139,LU,97.2
LU11714-R1P4-69311-20210202,24.07,LU11714,NOD/SCID;,LU11714,LU,75.93
FT11175-R1P1-51949-20210302,2.86,FT11175,NOD/SCID;,FT11175,FT,97.14
LI6611-R10P6-57510-20210601,17.27,LI6611,NOD/SCID;,LI6611,LI,82.73
SA10157-P1-2004090481,76.99,SA10157,NOD/SCID;,SA10157,SA,23.01
CR9505-R1P6-50992-20200929,4.21,CR9505,NOD/SCID;,CR9505,CR,95.79
LU9339-R1P4-20180724-13721-20210323,46.71,LU9339,NOD/SCID;,LU9339,LU,53.29
LU5197-P3-Ms200-2004060618,7.98,LU5197,NOD/SCID;,LU5197,LU,92.02
HN2593-R4P9-31548-20210601,51.3,HN2593,NOD/SCID;,HN2593,HN,48.7
HN9300-R2P5-20200813-11118-20201013,23.08,HN9300,NOD/SCID;,HN9300,HN,76.92
CV10926-R1P1-98891-20201013,21.98,CV10926,NOD/SCID;,CV10926,CV,78.02
BN10401-R1P3-20200901-10958-20201110,8.54,BN10401,NOD/SCID;,BN10401,BN,91.46
CR9505-R1P6-50991-20201013,9.7,CR9505,NOD/SCID;,CR9505,CR,90.3
BR9458-R1P8-94760-20201013,27.3,BR9458,NOD/SCID;,BR9458,BR,72.7
CR9261-R2P3-20200616-R-45092-20200915,8.51,CR9261,NOD/SCID;,CR9261,CR,91.49
BR9227-R1P3-20180419-49954,54.94,BR9227,NOD/SCID;,BR9227,BR,45.06
ES3877-R1P0-20160526-22315-20210126,16.96,ES3877,NOD/SCID;,ES3877,ES,83.04
SA4258-R1P1-20190625-25525-20200929,4.51,SA4258,NOD/SCID;,SA4258,SA,95.49
GA13806-R1P3-20191029-38042-20210223,16.09,GA13806,NOD/SCID;,GA13806,GA,83.91
LU11709-R1P4-20201027-18623-20201201,22.98,LU11709,NOD/SCID;,LU11709,LU,77.02
FT11219-R1P0-20191227-R-40235,13.76,FT11219,NOD/SCID;,FT11219,FT,86.24
LU0858-P5-20201222,44.01,LU0858,NOD/SCID;,LU0858,LU,55.99
LU5185-R1P5-20151013-84458-20210202,23.61,LU5185,NOD/SCID;,LU5185,LU,76.39
FT11140-R1P0-97505-20201103,3.75,FT11140,NOD/SCID;,FT11140,FT,96.25
LU5245-R6P6-53142-20210525,34.97,LU5245,NOD/SCID;,LU5245,LU,65.03
BR5011-R2P7-93260-20210615,17.71,BR5011,NOD/SCID;,BR5011,BR,82.29
AL5595-P3-32071-20210518,14.92,AL5595,NOD/SCID;,AL5595,AL,85.08
ES11065-R1P3-20190507-27626-20210126,9.84,ES11065,NOD/SCID;,ES11065,ES,90.16
ES3858-R1P1-20160704-23705-20201229,17.11,ES3858,NOD/SCID;,ES3858,ES,82.89
LU11584-R1P1-20190710-23091,60.81,LU11584,NOD/SCID;,LU11584,LU,39.19
LU5245-R4P3-95183-20201124,31.63,LU5245,NOD/SCID;,LU5245,LU,68.37
BR10596-R1P3-20201124-17550-20210208,24.05,BR10596,NOD/SCID;,BR10596,BR,75.95
FT11156-R1P1-51018-20201222,11.36,FT11156,NOD/SCID;,FT11156,FT,88.64
GL4115-R1P6-16785,25.75,GL4115,NOD/SCID;,GL4115,GL,74.25
KI11444-R1P2-20200421-44411,29.86,KI11444,NOD/SCID;,KI11444,KI,70.14
ES3892-R1P1-20161027-27895,54.48,ES3892,NOD/SCID;,ES3892,ES,45.52
CR15339-R1P2-89910,31.98,CR15339,NOD/SCID;,CR15339,CR,68.02
BR9464-R1P6-86630-202106015,5.73,BR9464,NOD/SCID;,BR9464,BR,94.27
AL5567-P1-20170616-211-20210518,2.19,AL5567,NOD/SCID;,AL5567,AL,97.81
LU2963-R1P0-92219,17.71,LU2963,NOD/SCID;,LU2963,LU,82.29
CR9504-R1P5-51568-20201110,1.46,CR9504,NOD/SCID;,CR9504,CR,98.54
BR10670-R1P0-20200422-R-44279,7.27,BR10670,NOD/SCID;,BR10670,BR,92.73
GA2238-P1-20120224,27.83,GA2238,NOD/SCID;,GA2238,GA,72.17
BR10596-R1P2-2020908-30058-20201201,11.93,BR10596,NOD/SCID;,BR10596,BR,88.07
ES3882-R1P8-36297,59.51,ES3882,NOD/SCID;,ES3882,ES,40.49
CR15630-R2P2-22009,35.6,CR15630,NOD/SCID;,CR15630,CR,64.4
GL4115-R1P0-36607,22,GL4115,NOD/SCID;,GL4115,GL,78
AM8231-P4-SP-20210129B-20210611-20210629,14.83,AM8231,NOD/SCID;,AM8231,AM,85.17
AM8231-P4-TU-20201215Y-20210416-20210427,3.35,AM8231,NOD/SCID;,AM8231,AM,96.65
BL9211-R1P1-11380-LF,8.71,BL9211,NOD/SCID;,BL9211,BL,91.29
PE17633-R1P0-94946-20200825,29.11,PE17633,NOD/SCID;,PE17633,PE,70.89
OV5304-R5P7-31106-20210317,3.47,OV5304,NOD/SCID;,OV5304,OV,96.53
PE16277-R1P2-54161-20210323,28.67,PE16277,NOD/SCID;,PE16277,PE,71.33
BR10625-R1P1-51100-20210126,33.33,BR10625,NOD/SCID;,BR10625,BR,66.67
LU13953-R2P6-98836-20201013,4.41,LU13953,NOD/SCID;,LU13953,LU,95.59
LU9339-R3P5-20210317-R-22144-20210525,12.17,LU9339,NOD/SCID;,LU9339,LU,87.83
CR2904-R2P3-54944-20210316,28.07,CR2904,NOD/SCID;,CR2904,CR,71.93
ES3907-R1P1-20170215-31589-20210126,5.44,ES3907,NOD/SCID;,ES3907,ES,94.56
LU11855-R1P1-31436-RF,22.67,LU11855,NOD/SCID;,LU11855,LU,77.33
LI6611-R9P7-16757-20210601,2.98,LI6611,NOD/SCID;,LI6611,LI,97.02
ME12107-R3P3-50343-20201103,1.93,ME12107,NOD/SCID;,ME12107,ME,98.07
CC9506-R1P3-97402,24.71,CC9506,NOD/SCID;,CC9506,CC,75.29
ES3870-R1P0-20957,29.21,ES3870,NOD/SCID;,ES3870,ES,70.79
PE17909-R1P0-96221-20201013,64.74,PE17909,NOD/SCID;,PE17909,PE,35.26
ES6824-R7P5-53976-20210202-1,22.84,ES6824,NOD/SCID;,ES6824,ES,77.16
BL9215-R2P5-20200717-12901-20200825,45.68,BL9215,NOD/SCID;,BL9215,BL,54.32
CR9240-R1P3-20180607-16141,23.21,CR9240,NOD/SCID;,CR9240,CR,76.79
LU0299-R21P5-24200-20201110,10.21,LU0299,NOD/SCID;,LU0299,LU,89.79
BN10394-R1P4-94797-20200915,3.71,BN10394,NOD/SCID;,BN10394,BN,96.29
BN10445-R1P0-20191030-38277,56.84,BN10445,NOD/SCID;,BN10445,BN,43.16
BN3789-R1P0-63356,27.38,BN3789,NOD/SCID;,BN3789,BN,72.62
AM8231-P4-Tumor-20210129B-20210525-20210601,2.45,AM8231,NOD/SCID;,AM8231,AM,97.55
AM8231-P4-SP-20210129B-20210527-20210601,13.96,AM8231,NOD/SCID;,AM8231,AM,86.04
AM8231-P3-SP-20200617A-20200922,42.34,AM8231,NOD/SCID;,AM8231,AM,57.66
AM8231-P2-TU-20200114A-Z,5.16,AM8231,NOD/SCID;,AM8231,AM,94.84
BN10445-R1P3-2020408-44929,34.22,BN10445,NOD/SCID;,BN10445,BN,65.78
AM8231-P3-SP-20200617A-20201009,16.5,AM8231,NOD/SCID;,AM8231,AM,83.5
BR5011-R3P5-24366-20210126,13.65,BR5011,NOD/SCID;,BR5011,BR,86.35
AM8231-P2-TU-20200114A-N,3.68,AM8231,NOD/SCID;,AM8231,AM,96.32
LU5185-R3P6-29228-20210420,64.57,LU5185,NOD/SCID;,LU5185,LU,35.43
LU3042-R1P1-20150819-12530-20210608,3.71,LU3042,NOD/SCID;,LU3042,LU,96.29
LU11855-R1P1-31439,34.63,LU11855,NOD/SCID;,LU11855,LU,65.37
LI2859-R1P1-74151-LB,6.41,LI2859,NOD/SCID;,LI2859,LI,93.59
BR9458-R1P5-84886-202106015,6.81,BR9458,NOD/SCID;,BR9458,BR,93.19
LU11818-R1P3-20200714-12908-20201013,18.81,LU11818,NOD/SCID;,LU11818,LU,81.19
OV5297-P4-MS-143-20190620-2008020406,46.85,OV5297,NOD/SCID;,OV5297,OV,53.15
BR5020-R2P6-54201-20210316,14.96,BR5020,NOD/SCID;,BR5020,BR,85.04
FT11183-R1P0-97835-20210601,40.54,FT11183,NOD/SCID;,FT11183,FT,59.46
ES3866-R1P7-15019-LF,29.14,ES3866,NOD/SCID;,ES3866,ES,70.86
CR9269-R2P4-20200526-41833,31.51,CR9269,NOD/SCID;,CR9269,CR,68.49
AM8231-P0-TUMOR-20160630,4.57,AM8231,NOD/SCID;,AM8231,AM,95.43
OV5304-R5P8-4401-20210427,4.68,OV5304,NOD/SCID;,OV5304,OV,95.32
ES3866-R1P1-24412,12.25,ES3866,NOD/SCID;,ES3866,ES,87.75
CC11307-R3P5-29205-20210429,33.45,CC11307,NOD/SCID;,CC11307,CC,66.55
PE17863-R1P1-53597-20210223,23.17,PE17863,NOD/SCID;,PE17863,PE,76.83
LU5191-R1P4-20181218-25964-20200915,37.94,LU5191,NOD/SCID;,LU5191,LU,62.06
SA4244-R1P0-201801203-28780-20201215,24.85,SA4244,NOD/SCID;,SA4244,SA,75.15
SA4181-R1P1-20180607-14603-20201124,34.94,SA4181,NOD/SCID;,SA4181,SA,65.06
LI6709-R3P3-20200924-30972-20201117,9.59,LI6709,NOD/SCID;,LI6709,LI,90.41
LU11692-R5P3-96938,29.07,LU11692,NOD/SCID;,LU11692,LU,70.93
ME12141-R2P6-20200915-30604-20201027,5.89,ME12141,NOD/SCID;,ME12141,ME,94.11
LY6701-R5P6-24756-20210407,6.05,LY6701,NOD/SCID;,LY6701,LY,93.95
CR15653-R2P5-51293-20201103,11.21,CR15653,NOD/SCID;,CR15653,CR,88.79
GA2238-P0-20201124,10.53,GA2238,NOD/SCID;,GA2238,GA,89.47
CR9269-R1P3-48825-RF,15.15,CR9269,NOD/SCID;,CR9269,CR,84.85
CR9269-R2P5-20200709-13757-20200825,38.6,CR9269,NOD/SCID;,CR9269,CR,61.4
CR15303-R1P3-20200114-42261,11.22,CR15303,NOD/SCID;,CR15303,CR,88.78
SA4183-R1P0-20180420-49899-20200825,33.75,SA4183,NOD/SCID;,SA4183,SA,66.25
CR9269-R1P5-13740-LB,18.51,CR9269,NOD/SCID;,CR9269,CR,81.49
ES3855-R1P6-1598,48.05,ES3855,NOD/SCID;,ES3855,ES,51.95
CR2532-P2,15.38,CR2532,NOD/SCID;,CR2532,CR,84.62
LI4085-R1P0-33707,59.43,LI4085,NOD/SCID;,LI4085,LI,40.57
UT5321-R3P6-96912-20200915,5.85,UT5321,NOD/SCID;,UT5321,UT,94.15
ME12045-R1P3-20170314-33411-20201124,2.08,ME12045,NOD/SCID;,ME12045,ME,97.92
ES11079-R1P4-20181024-82354-20201117,36.86,ES11079,NOD/SCID;,ES11079,ES,63.14
ME12068-R1P2-62876-202009022,6.11,ME12068,NOD/SCID;,ME12068,ME,93.89
LU9357-R1P2-20180228-R-47201-20210601,10.84,LU9357,NOD/SCID;,LU9357,LU,89.16
SA10159-R3P4-20200812-11094-20201013,5.86,SA10159,NOD/SCID;,SA10159,SA,94.14
LU11694-R3P4-20201208-R-25455-20210420,34.65,LU11694,NOD/SCID;,LU11694,LU,65.35
HN9501-R1P5-20200813-50977-20201229,7.18,HN9501,NOD/SCID;,HN9501,HN,92.82
GL4115-R2P4-20210213-29852-20210420,24.29,GL4115,NOD/SCID;,GL4115,GL,75.71
GL4115-R2P3-20201208-R-25416-20210222,17.54,GL4115,NOD/SCID;,GL4115,GL,82.46
BL9202-R1P2-20180409-47178-20200825,57.36,BL9202,NOD/SCID;,BL9202,BL,42.64
SA4263-R1P0-20190620-22667,57.4,SA4263,NOD/SCID;,SA4263,SA,42.6
HN9501-R1P3-95445-202106015,1.18,HN9501,NOD/SCID;,HN9501,HN,98.82
LY2318-R16P4-20210421-R-16775-20210629,12.32,LY2318,NOD/SCID;,LY2318,LY,87.68
SA10154-R1P5-20200714-12949-20201027,1.59,SA10154,NOD/SCID;,SA10154,SA,98.41
PE17863-R1P0-96248-20201103,33.62,PE17863,NOD/SCID;,PE17863,PE,66.38
LU11548-R2P5-31520-20210309,30.1,LU11548,NOD/SCID;,LU11548,LU,69.9
LU5221-R2P7-51156-20201020,3.52,LU5221,NOD/SCID;,LU5221,LU,96.48
BR5011-R2P7-93260-20210615-Machine,17.57,BR5011,NOD/SCID;,BR5011,BR,82.43
SK12231-R1P2-83555-LB,3.04,SK12231,NOD/SCID;,SK12231,SK,96.96
CR5073-R1P4-84117-RB-20210706,13.55,CR5073,NOD/SCID;,CR5073,CR,86.45
CR5030-R1P3-20150908-83369-20201208,23.32,CR5030,NOD/SCID;,CR5030,CR,76.68
OV2034-R4P9-20201231-R-31920-20210518,32.73,OV2034,NOD/SCID;,OV2034,OV,67.27
GA0031-R24P5-20180321-8466-20210406,16.96,GA0031,NOD/SCID;,GA0031,GA,83.04
CR2532-R4P3-50201-20200901,14.95,CR2532,NOD/SCID;,CR2532,CR,85.05
PA13009-R1P5-20200629-45872-20200901,51.22,PA13009,NOD/SCID;,PA13009,PA,48.78
LU9346-R2P8-20200928-24607-20201110,18.05,LU9346,NOD/SCID;,LU9346,LU,81.95
AM7146-P2-SP-20210112K-20210527-20210601,19.01,AM7146,NOD/SCID;,AM7146,AM,80.99
PA1457-R5P3-34161-LF-20210202,18.96,PA1457,NOD/SCID;,PA1457,PA,81.04
PR6513-R2P8-96366,33.45,PR6513,NOD/SCID;,PR6513,PR,66.55
AM7146-P2-LI-20210112K-20210621-20210629,10.48,AM7146,NOD/SCID;,AM7146,AM,89.52
PE17863-R1P3-56519-LB-20210706,15.66,PE17863,NOD/SCID;,PE17863,PE,84.34
OV5304-R4P6-20200618-45681-20201222,9.57,OV5304,NOD/SCID;,OV5304,OV,90.43
OV5287-R2P3-20201222-R-31278-20210309,14.15,OV5287,NOD/SCID;,OV5287,OV,85.85
LU5192-R3P4-51813-20201222,1.5,LU5192,NOD/SCID;,LU5192,LU,98.5
LU5176-R2P6-50891-20201013,24.31,LU5176,NOD/SCID;,LU5176,LU,75.69
LY12954-R1P1-80218,6.37,LY12954,NOD/SCID;,LY12954,LY,93.63
SA10159-R2P7-51149-20201103,1.95,SA10159,NOD/SCID;,SA10159,SA,98.05
BR5023-R2P3-50294-20200908,8.41,BR5023,NOD/SCID;,BR5023,BR,91.59
AL5518-P4-SP-20200818B-20201030,22.46,AL5518,NOD/SCID;,AL5518,AL,77.54
CR5067-R2P3-20180131-73094-20200901,2.47,CR5067,NOD/SCID;,CR5067,CR,97.53
AM7146-P2-SP-20210112K-20210621-20210629,20.65,AM7146,NOD/SCID;,AM7146,AM,79.35
CR5066-R1P5-26423-202012229,30.52,CR5066,NOD/SCID;,CR5066,CR,69.48
ES3860-R1P0-20160324-19640-20210601,54.47,ES3860,NOD/SCID;,ES3860,ES,45.53
ES11065-R1P2-20767-2,14.56,ES11065,NOD/SCID;,ES11065,ES,85.44
LU5229-R3P3-93604,17.39,LU5229,NOD/SCID;,LU5229,LU,82.61
BR10625-R1P0-97288-20210601,38.24,BR10625,NOD/SCID;,BR10625,BR,61.76
LY6701-R6P10-19243-20210601,4.44,LY6701,NOD/SCID;,LY6701,LY,95.56
LU5229-R4P4-20200831-R-10211-20201020,24.48,LU5229,NOD/SCID;,LU5229,LU,75.52
ME12090-R1P3-20200310-49550-20210223,22.33,ME12090,NOD/SCID;,ME12090,ME,77.67
BL2350-R10P5-25282-20210511,10.78,BL2350,NOD/SCID;,BL2350,BL,89.22
LU5159-P3-1111020227-3-5,30,LU5159,NOD/SCID;,LU5159,LU,70
LU11554-P10-34768-34770,24.88,LU11554,NOD/SCID;,LU11554,LU,75.12
CR5038-R5P6-96061,12.08,CR5038,NOD/SCID;,CR5038,CR,87.92
FT11182-R1P1-51921-20210105,12.51,FT11182,NOD/SCID;,FT11182,FT,87.49
SA13441-R2P1-27506,3.83,SA13441,NOD/SCID;,SA13441,SA,96.17
LU5191-R1P3-20181120-28376,30.92,LU5191,NOD/SCID;,LU5191,LU,69.08
LU5229-R1P2-50357,40.4,LU5229,NOD/SCID;,LU5229,LU,59.6
CR5089-R2P6-33842,13.68,CR5089,NOD/SCID;,CR5089,CR,86.32
LU5199-R2P2-89002,53.8,LU5199,NOD/SCID;,LU5199,LU,46.2
ME11973-R2P5-20210211-29933-20210525,7.64,ME11973,NOD/SCID;,ME11973,ME,92.36
ES11065-R2P5-46302-2,17.01,ES11065,NOD/SCID;,ES11065,ES,82.99
ME12178-R2P5-89959,13.43,ME12178,NOD/SCID;,ME12178,ME,86.57
ME12045-R2P6-20200915-30659-20201103,7.25,ME12045,NOD/SCID;,ME12045,ME,92.75
LU11681-R2P2-20066-20210629,11.82,LU11681,NOD/SCID;,LU11681,LU,88.18
ME12178-R2P3-9108,9.99,ME12178,NOD/SCID;,ME12178,ME,90.01
BR5012-R1P3-79348,35.81,BR5012,NOD/SCID;,BR5012,BR,64.19
LU5162-R1P3-20181205-28711,54.8,LU5162,NOD/SCID;,LU5162,LU,45.2
LU11554-P9-34766,0.49,LU11554,NOD/SCID;,LU11554,LU,99.51
AL5518-P4-SP-20200818B-20201029,5.23,AL5518,NOD/SCID;,AL5518,AL,94.77
CR5038-R4P4-84847-LB,12.76,CR5038,NOD/SCID;,CR5038,CR,87.24
ME12065-R2P2-20171116-43345-20210316,25.17,ME12065,NOD/SCID;,ME12065,ME,74.83
BR9466-R1P8-20191015-89279-20201229,12.16,BR9466,NOD/SCID;,BR9466,BR,87.84
PA5312-P4-502,40,PA5312,NOD/SCID;,PA5312,PA,60
LU5237-R3P4-20172-20210713,72.87,LU5237,NOD/SCID;,LU5237,LU,27.13
LU5146-R1P6-21152,39.44,LU5146,NOD/SCID;,LU5146,LU,60.56
LI1025-R18P4-20201021-18505-20210222,15.01,LI1025,NOD/SCID;,LI1025,LI,84.99
LU11692-P3-578-589-569-596,30.6,LU11692,NOD/SCID;,LU11692,LU,69.4
LU2505-R11P4-20200603-41880,14.03,LU2505,NOD/SCID;,LU2505,LU,85.97
PA13022-R1P1-32810,36.93,PA13022,NOD/SCID;,PA13022,PA,63.07
LU11692-R4P2-87658,48.24,LU11692,NOD/SCID;,LU11692,LU,51.76
ME12217-R3P2-39882,13.32,ME12217,NOD/SCID;,ME12217,ME,86.68
LU5162-R2P8-89804-LB,33.41,LU5162,NOD/SCID;,LU5162,LU,66.59
ME12161-R3P4-53461-53465-20210112,6.12,ME12161,NOD/SCID;,ME12161,ME,93.88
LU5159-R2P7-94124,19.01,LU5159,NOD/SCID;,LU5159,LU,80.99
PA3546-R4P2-20191211-35362,4.44,PA3546,NOD/SCID;,PA3546,PA,95.56
LU11692-R3P2-84781,16.12,LU11692,NOD/SCID;,LU11692,LU,83.88
LU5248-P1-2008070539-2-10,2.3,LU5248,NOD/SCID;,LU5248,LU,97.7
LU5207-R2P7-98454-20200915,3.02,LU5207,NOD/SCID;,LU5207,LU,96.98
CR3211-R6P1-12715-20210223,52.25,CR3211,NOD/SCID;,CR3211,CR,47.75
BR5013-R2P1-20200512-97454-20200915,11.11,BR5013,NOD/SCID;,BR5013,BR,88.89
OV5308-R3P6-95582-20200825,13.4,OV5308,NOD/SCID;,OV5308,OV,86.6
LU2049-R8P7-95425,31.56,LU2049,NOD/SCID;,LU2049,LU,68.44
SA3302-R4P4-97398,51.79,SA3302,NOD/SCID;,SA3302,SA,48.21
ES11074-R1P3-28810,16.04,ES11074,NOD/SCID;,ES11074,ES,83.96
HN9298-R1P5-20180607-16195-20210713,27.27,HN9298,NOD/SCID;,HN9298,HN,72.73
SA4207-R1P0-20180702-12865,30.46,SA4207,NOD/SCID;,SA4207,SA,69.54
SA4188-R1P0-20180504-10310-20201215,10.89,SA4188,NOD/SCID;,SA4188,SA,89.11
LU6438-P19-86751,0.04,LU6438,NOD/SCID;,LU6438,LU,99.96
BR5011-R1P4-20180816-80001-20201013,23.39,BR5011,NOD/SCID;,BR5011,BR,76.61
LY6701-R6P11-8673-2,9.01,LY6701,NOD/SCID;,LY6701,LY,90.99
CR5098-R2P2-20191113-R-37299,16.96,CR5098,NOD/SCID;,CR5098,CR,83.04
BR9466-R3P9-20201222-R-31297-20210427,11.22,BR9466,NOD/SCID;,BR9466,BR,88.78
LU5173-R2P6-91736,14.74,LU5173,NOD/SCID;,LU5173,LU,85.26
LU5150-R2P3-22695,17.29,LU5150,NOD/SCID;,LU5150,LU,82.71
BR5013-R2P1-97452,11.22,BR5013,NOD/SCID;,BR5013,BR,88.78
OV5308-P3-513-593-542-577-588-599-606,28.79,OV5308,NOD/SCID;,OV5308,OV,71.21
OV5294-R2P3-09816,26.96,OV5294,NOD/SCID;,OV5294,OV,73.04
LU5378-R1P4-86051,4.72,LU5378,NOD/SCID;,LU5378,LU,95.28
BR5011-R2P5-89086,30.01,BR5011,NOD/SCID;,BR5011,BR,69.99
BR5011-R1P5-83215-LB,29.4,BR5011,NOD/SCID;,BR5011,BR,70.6
BR5020-R1P2-80025-LB,34.48,BR5020,NOD/SCID;,BR5020,BR,65.52
BR1115-R15P4-20201118-53270-20210713,13.12,BR1115,NOD/SCID;,BR1115,BR,86.88
LU11717-R3P2-20210213-R-29671-20210608,8.39,LU11717,NOD/SCID;,LU11717,LU,91.61
ME12080-R2P4-20210331-R-16764-20210525,9.97,ME12080,NOD/SCID;,ME12080,ME,90.03
ME9371-R1P2-20180418-R-49654-2018-6-8,15.72,ME9371,NOD/SCID;,ME9371,ME,84.28
LY6701-R6P11-8673-20210330,10.14,LY6701,NOD/SCID;,LY6701,LY,89.86
LU11610-R1P5-51368-20210223,48.4,LU11610,NOD/SCID;,LU11610,LU,51.6
SA13187-R2P7-50706-20200901,6.51,SA13187,NOD/SCID;,SA13187,SA,93.49
GA13765-R2P1-27563,18.37,GA13765,NOD/SCID;,GA13765,GA,81.63
BR10582-R1P2-31878,14.86,BR10582,NOD/SCID;,BR10582,BR,85.14
SA13375-R1P1-20181214-20493,6.01,SA13375,NOD/SCID;,SA13375,SA,93.99
LU1828-R9P4-20200603-R-47361,35.02,LU1828,NOD/SCID;,LU1828,LU,64.98
ME12045-R2P4-20200708-R-13146-20200819,14.38,ME12045,NOD/SCID;,ME12045,ME,85.62
OV5304-P3-152,17.11,OV5304,NOD/SCID;,OV5304,OV,82.89
LI6611-R8P4-20191217-35351,19.02,LI6611,NOD/SCID;,LI6611,LI,80.98
LU5149-R1P3-24709,6.88,LU5149,NOD/SCID;,LU5149,LU,93.12
LU11870-R1P3-23066,62.72,LU11870,NOD/SCID;,LU11870,LU,37.28
CR9504-R1P3-97381-202106015,14.76,CR9504,NOD/SCID;,CR9504,CR,85.24
AM7125-P2-SP-20210303E-20210618-20210629,19.84,AM7125,NOD/SCID;,AM7125,AM,80.16
PA5415-R1P2-20190122-26416-20201215,66.87,PA5415,NOD/SCID;,PA5415,PA,33.13
CR0150-R16P4-20201021-R-18555-20201229,19.78,CR0150,NOD/SCID;,CR0150,CR,80.22
CV10936-R1P2-51975-20210316,17.68,CV10936,NOD/SCID;,CV10936,CV,82.32
ME12077-R1P3-66609,11.19,ME12077,NOD/SCID;,ME12077,ME,88.81
AM8231-P3-SP-20200617A-20201013,12.97,AM8231,NOD/SCID;,AM8231,AM,87.03
ME5279-R1P2-25562,11.61,ME5279,NOD/SCID;,ME5279,ME,88.39
OV5304-R3P4-32012,7.03,OV5304,NOD/SCID;,OV5304,OV,92.97
SA13375-R2P4-93300,8.8,SA13375,NOD/SCID;,SA13375,SA,91.2
OV2027-R3P4-92378,29.59,OV2027,NOD/SCID;,OV2027,OV,70.41
KI10115-R1P3-84217-RF,40.17,KI10115,NOD/SCID;,KI10115,KI,59.83
LU11836-R1P2-20181226-R-25075,25.24,LU11836,NOD/SCID;,LU11836,LU,74.76
ME12077-P0,6.11,ME12077,NOD/SCID;,ME12077,ME,93.89
LU5137-R1P4-83811-LF,8.74,LU5137,NOD/SCID;,LU5137,LU,91.26
LU18032-R2P3-20200901-10902-20201013,3.55,LU18032,NOD/SCID;,LU18032,LU,96.45
BR1282-R17P3-22176-20210518,25.5,BR1282,NOD/SCID;,BR1282,BR,74.5
